id_cp_interaction	partner_a	partner_b	protein_name_a	protein_name_b	annotation_strategy	source	is_ppi	curator	reactome_complex	reactome_reaction	reactome_pathway	complexPortal_complex	comments
	P07602	O15354	SAP_HUMAN	GPR37_HUMAN	curated	uniprot	TRUE	LGarciaAlonso					
	P07602	O60883	SAP_HUMAN	G37L1_HUMAN	curated	uniprot	TRUE	LGarciaAlonso					
	P09683	P47872	SECR_HUMAN	SCTR_HUMAN	curated	uniprot;HMRbase;reactome	TRUE	LGarciaAlonso		R-HSA-420202			
	Q15465	PTCH_BOC_transmembrane_receptor 	SHH_HUMAN		curated	reactome	TRUE	LGarciaAlonso		R-HSA-5632653			
	Q15465	PTCH_CDON_transmembrane_receptor 	SHH_HUMAN		curated	reactome	TRUE	LGarciaAlonso		R-HSA-5632653			
	Q15465	PTCH_GAS1_transmembrane_receptor 	SHH_HUMAN		curated	reactome	TRUE	LGarciaAlonso		R-HSA-5632653			
	Q15465	Q96QV1	SHH_HUMAN	HHIP_HUMAN	curated	reactome;PMID:10050855;PMID:19561611	TRUE	LGarciaAlonso		R-HSA-445448			
	P01286	Q02643	SLIB_HUMAN	GHRHR_HUMAN	curated	uniprot;HMRbase;reactome	TRUE	LGarciaAlonso		R-HSA-420243			
	O75093	Q9Y6N7	SLIT1_HUMAN	ROBO1_HUMAN	curated	uniprot;PMID:10102268	TRUE	LGarciaAlonso					
	O94813	Q9HCK4	SLIT2_HUMAN	ROBO2_HUMAN	curated	uniprot;PMID:10102268	TRUE	LGarciaAlonso					
	O94813	Q9Y6N7	SLIT2_HUMAN	ROBO1_HUMAN	curated	reactome;uniprot;PMID:10102268	TRUE	LGarciaAlonso	R-HSA-390371	R-HSA-204364			
	P61278	P30872	SMS_HUMAN	SSR1_HUMAN	curated	uniprot;HMRbase;reactome	TRUE	LGarciaAlonso		R-HSA-374758			
	P61278	P30874	SMS_HUMAN	SSR2_HUMAN	curated	uniprot;HMRbase;reactome	TRUE	LGarciaAlonso		R-HSA-374758			
	P61278	P31391	SMS_HUMAN	SSR4_HUMAN	curated	uniprot;HMRbase;reactome	TRUE	LGarciaAlonso		R-HSA-374758			
	P61278	P32745	SMS_HUMAN	SSR3_HUMAN	curated	uniprot;HMRbase;reactome	TRUE	LGarciaAlonso		R-HSA-374758			
	P61278	P35346	SMS_HUMAN	SSR5_HUMAN	curated	uniprot;HMRbase;reactome	TRUE	LGarciaAlonso		R-HSA-374758			
	P01242	P10912	SOM2_HUMAN	GHR_HUMAN	curated	uniprot;HMRbase	TRUE	LGarciaAlonso					
	P01241	P10912	SOMA_HUMAN	GHR_HUMAN	curated	uniprot;HMRbase	TRUE	LGarciaAlonso					
	Q7Z5A9	P46091	TAFA1_HUMAN	GPR1_HUMAN	curated	uniprot	TRUE	LGarciaAlonso					
	Q7Z5A7	O95136	TAFA5_HUMAN	S1PR2_HUMAN	curated	uniprot	TRUE	LGarciaAlonso					
	Q7Z5A7	P25090	TAFA5_HUMAN	FPR2_HUMAN	curated	uniprot	TRUE	LGarciaAlonso					
	P10600	integrin_aVb6_complex	TGFB3_HUMAN		curated	reactome	TRUE	LGarciaAlonso	R-HSA-2396121	R-HSA-2396029			
	P10600	integrin_aVb8_complex	TGFB3_HUMAN		curated	reactome	TRUE	LGarciaAlonso	R-HSA-2396121	R-HSA-2396029			
	Q96A98	P49190	TIP39_HUMAN	PTH2R_HUMAN	curated	uniprot;reactome	TRUE	LGarciaAlonso		R-HSA-420489			
	Q96A98	Q03431	TIP39_HUMAN	PTH1R_HUMAN	curated	uniprot;reactome	TRUE	LGarciaAlonso		R-HSA-420489			
	P20366	P21452	TKN1_HUMAN	NK2R_HUMAN	curated	uniprot;reactome	TRUE	LGarciaAlonso		R-HSA-383363			
	P20366	P25103	TKN1_HUMAN	NK1R_HUMAN	curated	uniprot;reactome	TRUE	LGarciaAlonso		R-HSA-380076			
	Q9UHF0	P29371	TKNK_HUMAN	NK3R_HUMAN	curated	uniprot;reactome	TRUE	LGarciaAlonso		R-HSA-383373			
	O43508	Q93038	TNF12_HUMAN	TNR25_HUMAN	curated	uniprot	TRUE	LGarciaAlonso					
	O95150	Q93038	TNF15_HUMAN	TNR25_HUMAN	curated	reactome	TRUE	LGarciaAlonso	R-HSA-5693013	R-HSA-5693012			
	P20396	P34981	TRH_HUMAN	TRFR_HUMAN	curated	uniprot;HMRbase;reactome	TRUE	LGarciaAlonso		R-HSA-444498			
	P07996	P16671	TSP1_HUMAN	CD36_HUMAN	curated	uniprot	TRUE	LGarciaAlonso					
	P35442	P16671	TSP2_HUMAN	CD36_HUMAN	curated	uniprot	TRUE	LGarciaAlonso					
	P55089	P34998	UCN1_HUMAN	CRFR1_HUMAN	curated	uniprot;reactome	TRUE	LGarciaAlonso		R-HSA-420173			
	P55089	Q13324	UCN1_HUMAN	CRFR2_HUMAN	curated	uniprot;reactome	TRUE	LGarciaAlonso		R-HSA-420173			
	Q96RP3	Q13324	UCN2_HUMAN	CRFR2_HUMAN	curated	uniprot	TRUE	LGarciaAlonso		R-HSA-8937631			
	Q969E3	Q13324	UCN3_HUMAN	CRFR2_HUMAN	curated	uniprot	TRUE	LGarciaAlonso		R-HSA-8937631			
	P01282	P32241	VIP_HUMAN	VIPR1_HUMAN	curated	uniprot	TRUE	LGarciaAlonso					
	P56703	FDZ8_RYK	WNT3_HUMAN		curated	reactome;uniprot;PMID:16116452	TRUE	LGarciaAlonso	R-HSA-5323537	R-HSA-5323545	R-HSA-5368598		
	BMPR1B_BMPR2_ACVR1B	BMP9_BMP15			curated	PMID:1218020110	TRUE	LGarciaAlonso					
	ACVL1_ACVR2A	O95393		BMP10_HUMAN	curated	PMID:25136781	TRUE	LGarciaAlonso					
	Thyrostimulin	P16473		TSHR_HUMAN	curated	uniprot;HMRbase;reactome	TRUE	LGarciaAlonso	R-HSA-391374	R-HSA-391375			
	Thyrotropin	P16473		TSHR_HUMAN	curated	uniprot;HMRbase;reactome	TRUE	LGarciaAlonso	R-HSA-391374	R-HSA-391375			
	glyco_Lutropin	P22888		LSHR_HUMAN	curated	reactome	TRUE	LGarciaAlonso	R-HSA-391367	R-HSA-391377	R-HSA-375281		
	Follitropin	P23945		FSHR_HUMAN	curated	reactome	TRUE	LGarciaAlonso	R-HSA-391365	R-HSA-391378	R-HSA-375281		
	PlexinA2_complex1	Q9H2E6		SEM6A_HUMAN	curated	uniprot	TRUE	LGarciaAlonso					
	ACVL1_ACVR2A	Q9UK05		GDF2_HUMAN	curated	PMID:25136781	TRUE	LGarciaAlonso					
	ACVR_1B2A_receptor	P05111		INHA_HUMAN	curated	PMID:22710174;PMID:22991378	TRUE	LGarciaAlonso					
	ACVR_1A2A_receptor	P05111		INHA_HUMAN	curated	PMID:22710174;PMID:22991378	TRUE	LGarciaAlonso					
	ACVR_1B2B_receptor	P05111		INHA_HUMAN	curated	PMID:22710174;PMID:22991378	TRUE	LGarciaAlonso					
	ACVR_1C2A_receptor	P05111		INHA_HUMAN	curated	PMID:22710174;PMID:22991378	TRUE	LGarciaAlonso					
	ACVR_1A2B_receptor	P05111		INHA_HUMAN	curated	PMID:22710174;PMID:22991378	TRUE	LGarciaAlonso					
	ACVR_1C2B_receptor	P05111		INHA_HUMAN	curated	PMID:22710174;PMID:22991378	TRUE	LGarciaAlonso					
	ACVR_1B2A_receptor	Inhibin_ligand_A			curated	PMID:22710174;PMID:22991378	TRUE	LGarciaAlonso					
	ACVR_1A2A_receptor	Inhibin_ligand_A			curated	PMID:22710174;PMID:22991378	TRUE	LGarciaAlonso					
	ACVR_1B2B_receptor	Inhibin_ligand_A			curated	PMID:22710174;PMID:22991378	TRUE	LGarciaAlonso					
	ACVR_1C2A_receptor	Inhibin_ligand_A			curated	PMID:22710174;PMID:22991378	TRUE	LGarciaAlonso					
	ACVR_1A2B_receptor	Inhibin_ligand_A			curated	PMID:22710174;PMID:22991378	TRUE	LGarciaAlonso					
	ACVR_1C2B_receptor	Inhibin_ligand_A			curated	PMID:22710174;PMID:22991378	TRUE	LGarciaAlonso					
	ACVR_1B2A_receptor	Inhibin_ligand_B			curated	PMID:22710174;PMID:22991378	TRUE	LGarciaAlonso					
	ACVR_1A2A_receptor	Inhibin_ligand_B			curated	PMID:22710174;PMID:22991378	TRUE	LGarciaAlonso					
	ACVR_1B2B_receptor	Inhibin_ligand_B			curated	PMID:22710174;PMID:22991378	TRUE	LGarciaAlonso					
	ACVR_1C2A_receptor	Inhibin_ligand_B			curated	PMID:22710174;PMID:22991378	TRUE	LGarciaAlonso					
	ACVR_1A2B_receptor	Inhibin_ligand_B			curated	PMID:22710174;PMID:22991378	TRUE	LGarciaAlonso					
	ACVR_1C2B_receptor	Inhibin_ligand_B			curated	PMID:22710174;PMID:22991378	TRUE	LGarciaAlonso					
	Q6UW32	Q9H665	IGFL1_HUMAN	IGFR1_HUMAN	curated	uniprot	TRUE	LGarciaAlonso					
	Q6UWQ7	Q9H665	IGFL2_HUMAN	IGFR1_HUMAN	curated	uniprot	TRUE	LGarciaAlonso					
	Q6UXB1	Q9H665	IGFL3_HUMAN	IGFR1_HUMAN	curated	uniprot	TRUE	LGarciaAlonso					
CPI_CC0041E1D30	IL12	IL12_receptor			curated	uniprot	TRUE	RVentoTormo					
CPI_CC0104F2A96	ACVR_1B2A_receptor	Activin_ligand_ab			curated	PMID:22710174;PMID:22991378	TRUE	RVentoTormo					
CPI_CC045C36F28	ACVR_1A2A_receptor	Activin_ligand_ab			curated	less_common_binding;PMID:22710174;PMID:22991378_	TRUE	RVentoTormo					
CPI_CC051643E98	IL23	IL23_receptor			curated	uniprot	TRUE	RVentoTormo					
CPI_CC072007F09	ACVR_1B2B_receptor	Activin_ligand_ab			curated	PMID:22710174;PMID:22991378	TRUE	RVentoTormo					
CPI_CC08A4A83F1	integrin_aMb2_complex	fibrinogen			curated	uniprot	TRUE	RVentoTormo					
CPI_CC0947744F4	ACVR_1C2A_receptor	Activin_ligand_ab			curated	PMID:22710174;PMID:22991378	TRUE	RVentoTormo					
CPI_CC09863F59B	ACVR_1A2B_receptor	Activin_ligand_ab			curated	less_common_binding;PMID:22710174;PMID:22991378_	TRUE	RVentoTormo					
CPI_CC09BCDA08E	IL27	IL27_receptor			curated	uniprot	TRUE	RVentoTormo					
CPI_CC0B39F327D	IL17_AF	IL17_receptor_AC			curated	uniprot	TRUE	RVentoTormo					
CPI_CC0B6E6E341	ACVR_1C2B_receptor	Activin_ligand_ab			curated	PMID:22710174;PMID:22991378	TRUE	RVentoTormo					
CPI_CC0C3ECBD1F	IL35	IL35_receptor			curated	uniprot	TRUE	RVentoTormo					
CPI_CC0D5F9D20F	integrin_a2Bb3_complex	fibrinogen			curated	uniprot	TRUE	RVentoTormo					
CPI_CC0F3691D07	integrin_aXb2_complex	fibrinogen			curated	uniprot	TRUE	RVentoTormo					
CPI_CS0007697A7	NKG2D_II_receptor	Q9BZM6		N2DL1_HUMAN	curated	Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577	TRUE	RVentoTormo					
CPI_CS0023FA839	CD94:NKG2E	P13747		HLAE_HUMAN	curated	PMID:28484462	TRUE	RVentoTormo					
CPI_CS008C9D6E5	IL1_receptor_inhibitor	P01584		IL1B_HUMAN	curated	PDB:3o4o	TRUE	RVentoTormo					
CPI_CS00BF6CD40	IL13_receptor	P05112		IL4_HUMAN	curated	PDB:3bpn	TRUE	RVentoTormo					
CPI_CS0107C51C6	BMPR1B_BMPR2	P12644		BMP4_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS0123BC66C	PlexinA1_complex2	Q8NFY4		SEM6D_HUMAN	curated	PMID:22325954	TRUE	RVentoTormo					
CPI_CS012D15A88	BMR1A_ACR2A	P12644		BMP4_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS01319F57A	BMR1B_AVR2A	Q7Z5Y6		BMP8A_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS0152E177A	Glycoprotein_Ib_complex	P04275		VWF_HUMAN	curated	PDB:1m10_partially	TRUE	RVentoTormo					Platets_needed_for_its_activation
CPI_CS0157F2E34	ACVL1_BMPR2	Q9UK05		GDF2_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS017A50010	BMR1A_AVR2B	Q7Z5Y6		BMP8A_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS01A4D7E2F	BMR1B_AVR2A	P22003		BMP5_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS0210859AB	GMCSFR	P04141		CSF2_HUMAN	curated	PDB:4nkq	TRUE	RVentoTormo					
CPI_CS0247DA882	BMR1A_ACR2A	P22004		BMP6_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS027D7A724	BMPR1B_BMPR2	Q7Z4P5		GDF7_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS027F8BD7E	BMR1B_AVR2B	Q6KF10		GDF6_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS0288D901D	ACVR_1A2B_receptor	P18075		BMP7_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS028ACED72	BMPR1B_BMPR2	P12643		BMP2_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS02957B1BF	BMR1B_AVR2A	P12644		BMP4_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS02AEFFE28	ACVR_1A2B_receptor	P22004		BMP6_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS02C93975C	BMPR1B_BMPR2	P22003		BMP5_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS02E5ABC5D	Glycoprotein_Ib_complex	P00734		THRB_HUMAN	curated	PDB:1hyr_partially	TRUE	RVentoTormo					
CPI_CS03037FE90	IL3_receptor	P08700		IL3_HUMAN	curated	uniprot	TRUE	RVentoTormo					
CPI_CS0317FAF76	IL26_receptor	Q9NPH9		IL26_HUMAN	curated	PMID:25421700	TRUE	RVentoTormo					
CPI_CS036BF2AC7	BMR1A_AVR2B	P43026		GDF5_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS038376BA2	NKG2D_II_receptor	Q9BZM4		N2DL3_HUMAN	curated	Induces_NK_Cell_Activation;PMID:24223577;PDB:1kcg_partially	TRUE	RVentoTormo					
CPI_CS0384572FE	ACVR_1B2B_receptor	O95390		GDF11_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS03DF8BD36	BMR1B_AVR2B	Q7Z5Y6		BMP8A_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS040AEB4A0	NODAL_receptor_IbIIb_TDGF1	Q96S42		NODAL_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS040DDEBFB	IL37_receptor	Q9NZH6		IL37_HUMAN	curated	See_paper_Nold_Petry_et_al.;2015	TRUE	RVentoTormo					
CPI_CS045D41398	IL17_receptor_AB	Q9H293		IL25_HUMAN	curated	NA_IL17E_called_IL25	TRUE	RVentoTormo					
CPI_CS046B3C139	ACVR_1A2A_receptor	P18075		BMP7_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS046BCFC6F	BMPR1A_BMPR2	P22003		BMP5_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS047EE9E03	BMR1A_ACR2A	P22003		BMP5_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS0484364A2	BMPR1B_BMPR2	Q7Z5Y6		BMP8A_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS04BB8F1EC	IL36_receptor	Q9UBH0		I36RA_HUMAN	curated	uniprot	TRUE	RVentoTormo					
CPI_CS04C402DFB	BMR1A_ACR2A	Q6KF10		GDF6_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS04C628758	IL36_receptor	Q8WWZ1		IL1FA_HUMAN	curated	to_check	TRUE	RVentoTormo					
CPI_CS04CBDE052	IL10_receptor	P22301		IL10_HUMAN	curated	PDB:1j7v_partially	TRUE	RVentoTormo					
CPI_CS04F78ACD6	ACVR_1B2A_receptor	O95390		GDF11_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS05426BFFA	IL1_receptor	P01584		IL1B_HUMAN	curated	4dep;PDB	TRUE	RVentoTormo					
CPI_CS0553FFC41	IL20_receptor_Type_I	Q13007		IL24_HUMAN	curated	uniprot	TRUE	RVentoTormo					
CPI_CS0558AB6A5	IL17_receptor_AC	Q96PD4		IL17F_HUMAN	curated	uniprot	TRUE	RVentoTormo					
CPI_CS055E15573	BMR1B_AVR2B	Q7Z4P5		GDF7_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS0569B9B91	BMPR1B_BMPR2	P36894		BMR1A_HUMAN	curated	3evs;_PDB_complex_higher_affinity	TRUE	RVentoTormo					
CPI_CS05789C9A0	BMR1A_ACR2A	Q7Z4P5		GDF7_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS058910188	BMR1B_AVR2B	P12643		BMP2_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS05AB368CE	CD94:NKG2C	P13747		HLAE_HUMAN	curated	PMID:28484462	TRUE	RVentoTormo					
CPI_CS05EAF93CC	BMPR1A_BMPR2	P18075		BMP7_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS06072FF4E	IL1_receptor	P01583		IL1A_HUMAN	curated	uniprot	TRUE	RVentoTormo					
CPI_CS063AE1C91	IL6_receptor	P05231		IL6_HUMAN	curated	1p9m;PDB	TRUE	RVentoTormo					
CPI_CS0645666B0	IL20_receptor_Type_I	Q9UHD0		IL19_HUMAN	curated	uniprot	TRUE	RVentoTormo					
CPI_CS067298D94	FLT1_complex	P15692		VEGFA_HUMAN	curated	uniprot	TRUE	RVentoTormo					
CPI_CS069E2161D	BMR1B_AVR2A	P43026		GDF5_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS06B657CAB	IL9_receptor	P15248		IL9_HUMAN	curated	uniprot	TRUE	RVentoTormo					
CPI_CS06C0EEFCB	ACVR_1B2B_receptor	P55107		GDF10_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS06C6E2321	NKG2D_II_receptor	Q29983		MICA_HUMAN	curated	1hyr;PDB_partially;Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577	TRUE	RVentoTormo					
CPI_CS06D50EBF8	OSMR	P13725		ONCM_HUMAN	curated	uniprot	TRUE	RVentoTormo					
CPI_CS06E556972	IL15_receptor	P40933		IL15_HUMAN	curated	Need_expression_of_IL15RA_(Q13261)_in_other_cells._2z3q;PDB_partially	TRUE	RVentoTormo					
CPI_CS0700FDD27	BMPR1B_BMPR2	P43026		GDF5_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS0715DE78D	CD94:NKG2A	P13747		HLAE_HUMAN	curated	PMID:28484462	TRUE	RVentoTormo					
CPI_CS073D36B1D	FLT1_complex	P49763		PLGF_HUMAN	curated	uniprot	TRUE	RVentoTormo					
CPI_CS075442484	BMR1A_ACR2A	P12643		BMP2_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS07557A266	MIS_receptor_1	P03971		MIS_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS076E1A639	BMR1A_AVR2B	P22004		BMP6_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS077F1340A	FLT1_complex	P49765		VEGFB_HUMAN	curated	uniprot	TRUE	RVentoTormo					
CPI_CS07B61574B	LIFR	P15018		LIF_HUMAN	curated	1pvh;PDB_partially	TRUE	RVentoTormo					
CPI_CS08109C435	BMPR1B_BMPR2	P18075		BMP7_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS085E95BC1	IL1_receptor_inhibitor	P18510		IL1RA_HUMAN	curated	low_affinity	TRUE	RVentoTormo					
CPI_CS0860DA460	ACVR_1A2B_receptor	Q7Z5Y6		BMP8A_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS089A36491	BMR1B_AVR2B	P43026		GDF5_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS08A043594	BMR1B_AVR2A	P12643		BMP2_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS08A853007	BMR1B_AVR2B	P18075		BMP7_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS08CC8F9D3	ACVR1_BMPR2	P18075		BMP7_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS08F4E5D70	NKG2D_II_receptor	Q5VY80		RET1L_HUMAN	curated	Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577._4s0u;PDB_partially	TRUE	RVentoTormo					
CPI_CS090FFEDFE	BMPR1A_BMPR2	Q7Z5Y6		BMP8A_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS0921BB754	BMR1B_AVR2A	P22004		BMP6_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS09831CCFD	IL18_receptor	Q14116		IL18_HUMAN	curated	3wo3;PDB_partially	TRUE	RVentoTormo					
CPI_CS09F211C3E	NKG2D_II_receptor	Q8TD07		N2DL4_HUMAN	curated	Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577	TRUE	RVentoTormo					
CPI_CS0A269FA16	NKG2D_II_receptor	Q9BZM5		N2DL2_HUMAN	curated	Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577	TRUE	RVentoTormo					
CPI_CS0A34112A6	IL2_receptor_I	P60568		IL2_HUMAN	curated	3qaz;PDB	TRUE	RVentoTormo					
CPI_CS0A659AAAD	IL28_receptor	Q8IZI9		IFNL3_HUMAN	curated	5t5w;PDB	TRUE	RVentoTormo					
CPI_CS0A66DB1CA	CD8_receptor	P06239		LCK_HUMAN	curated	1q69;PDB_partially	TRUE	RVentoTormo					
CPI_CS0A6AB5149	IL36_receptor	Q9NZH7		IL36B_HUMAN	curated	uniprot	TRUE	RVentoTormo					
CPI_CS0A71F2AAD	NKG2D_II_receptor	Q6H3X3		RET1G_HUMAN	curated	Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577	TRUE	RVentoTormo					
CPI_CS0A8A0A053	IL22_receptor	Q9GZX6		IL22_HUMAN	curated	3dgPDB:$4	TRUE	RVentoTormo					
CPI_CS0A8F7D89F	BMPR1B_BMPR2	O95972		BMP15_HUMAN	curated	PMID:22710174;PMID:12419820	TRUE	RVentoTormo					
CPI_CS0A97B38B6	ACVL1_BMPR2	O95393		BMP10_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS0A9D23000	NKG2D_II_receptor	Q29980		MICB_HUMAN	curated	Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577	TRUE	RVentoTormo					
CPI_CS0AA769F5B	PlexinA3_complex1	Q14563		SEM3A_HUMAN	curated	PMID:22325954	TRUE	RVentoTormo					
CPI_CS0AB19226A	PlexinA4_complex1	Q14563		SEM3A_HUMAN	curated	PMID:22325954	TRUE	RVentoTormo					
CPI_CS0AB365861	IL20_receptor_Type_I	Q9NYY1		IL20_HUMAN	curated	uniprot	TRUE	RVentoTormo					
CPI_CS0AB9C7139	IL7_receptor	P13232		IL7_HUMAN	curated	3di2;PDB_partially	TRUE	RVentoTormo					
CPI_CS0AC5142FA	IL1_receptor_inhibitor	P01583		IL1A_HUMAN	curated	low_affinity;uniprot	TRUE	RVentoTormo					
CPI_CS0AED3F8E8	ACVR_1B2B_receptor	O14793		GDF8_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS0AEE2FB22	ACVR1_BMPR2	Q7Z5Y6		BMP8A_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS0B0B35928	CNTF_1R	P26441		CNTF_HUMAN	curated	uniprot	TRUE	RVentoTormo					
CPI_CS0B2F2EF5D	ACVR_1B2B_receptor	Q9NR23		GDF3_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS0B9A4CA4D	BMPR1A_BMPR2	Q6KF10		GDF6_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS0BA342294	IL17_receptor_AE	Q9P0M4		IL17C_HUMAN	curated	uniprot	TRUE	RVentoTormo					
CPI_CS0BAF97962	PDGFR_complex	Q9GZP0		PDGFD_HUMAN	curated	uniprot	TRUE	RVentoTormo					
CPI_CS0BCDC40FC	BMR1A_AVR2B	P12644		BMP4_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS0BDA0D08C	BMR1B_AVR2A	Q7Z4P5		GDF7_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS0BE59B43E	BMR1A_AVR2B	P12643		BMP2_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS0BEC40E19	BMR1B_AVR2B	P22003		BMP5_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS0C091F24B	BMR1A_ACR2A	Q7Z5Y6		BMP8A_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS0C0D60519	BMR1B_AVR2B	P22004		BMP6_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS0C16967C6	ACVR1_BMPR2	P22004		BMP6_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS0C57A3081	PlexinA1_complex1	Q8NFY4		SEM6D_HUMAN	curated	PMID:22325954	TRUE	RVentoTormo					
CPI_CS0C59AF029	IL33_receptor	O95760		IL33_HUMAN	curated	uniprot	TRUE	RVentoTormo					
CPI_CS0C623F17A	BMPR1B_BMPR2	Q6KF10		GDF6_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS0C99F8D96	BMR1A_AVR2B	P18075		BMP7_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS0C9EE65C2	FcRn_complex	P02768		ALBU_HUMAN	curated	PDB:4n0;PDB:4k7	TRUE	RVentoTormo					
CPI_CS0CA393CC5	BMR1A_AVR2B	P22003		BMP5_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS0CE2A204A	ACVR_1A2A_receptor	Q7Z5Y6		BMP8A_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS0CF47221A	IL20_receptor_Type_II	Q13007		IL24_HUMAN	curated	uniprot	TRUE	RVentoTormo					
CPI_CS0CFA0E4C5	BMPR1A_BMPR2	Q7Z4P5		GDF7_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS0D238C22B	PlexinA2_complex1	Q14563		SEM3A_HUMAN	curated	PMID:22325954	TRUE	RVentoTormo					
CPI_CS0D35E69F6	BMR1A_ACR2A	P18075		BMP7_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS0D48BE017	IL2_receptor_HA	P60568		IL2_HUMAN	curated	2b5i;PDB	TRUE	RVentoTormo					
CPI_CS0D4BB4458	MIS_receptor_3	P03971		MIS_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS0D9226707	BMR1B_AVR2A	Q6KF10		GDF6_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS0D9B5AB86	IL36_receptor	Q9NZH8		IL36G_HUMAN	curated	uniprot	TRUE	RVentoTormo					
CPI_CS0DAA66443	BMR1A_ACR2A	P43026		GDF5_HUMAN	curated	PMID:22710174	TRUE	RVentoTormo					
CPI_CS0DDFD82E7	IL11_receptor	P20809		IL11_HUMAN	curated	uniprot	TRUE	RVentoTormo					
